Customer_ID,Segment,Region,Calibrated_Churn_Probability,CLV_5yr,Priority_Score,Actual_Churn
1003136,Young Professionals,Markham,0.125,29500.9,3687.6125,0
1001655,Young Professionals,Other GTA,0.19230769230769232,19137.84,3680.3538461538465,0
1009362,Affluent Customers,Mississauga,0.022026431718061675,166966.0,3677.6651982378858,0
1006542,Newcomers to Canada,Scarborough,0.19230769230769232,19099.36,3672.9538461538464,0
1000235,Young Professionals,Mississauga,0.10734463276836158,34202.95,3671.503107344632,1
1004114,Families,North York,0.041666666666666664,88058.43,3669.1012499999997,0
1009583,Affluent Customers,Etobicoke,0.015873015873015872,230503.85,3658.7912698412697,0
1001537,Young Professionals,Scarborough,0.125,29118.06,3639.7575,0
1009493,Affluent Customers,Downtown Toronto,0.015873015873015872,228993.75,3634.8214285714284,0
1001872,Young Professionals,Brampton,0.19230769230769232,18900.22,3634.6576923076927,0
1009347,Affluent Customers,Mississauga,0.018292682926829267,198244.61,3626.4257926829264,0
1002030,Young Professionals,Brampton,0.14285714285714285,25381.99,3625.9985714285713,0
1002353,Young Professionals,Downtown Toronto,0.10734463276836158,33709.98,3618.5854237288136,0
1009371,Affluent Customers,Markham,0.015873015873015872,227946.14,3618.1926984126985,0
1001681,Young Professionals,Etobicoke,0.10734463276836158,33694.09,3616.879717514124,0
1000593,Young Professionals,North York,0.2857142857142857,12565.16,3590.045714285714,0
1009145,Affluent Customers,Downtown Toronto,0.015873015873015872,225726.01,3582.9525396825397,0
1000622,Young Professionals,Downtown Toronto,0.10734463276836158,33324.92,3577.251299435028,0
1009365,Affluent Customers,Scarborough,0.015873015873015872,224277.46,3559.959682539682,0
1002941,Young Professionals,Brampton,0.14473684210526316,24468.85,3541.5440789473682,1
1002348,Young Professionals,Mississauga,0.19230769230769232,18328.17,3524.6480769230766,0
1009968,Affluent Customers,Vaughan,0.018292682926829267,192159.4,3515.1109756097558,0
1009469,Affluent Customers,Scarborough,0.022026431718061675,159215.48,3506.9488986784145,0
1001444,Young Professionals,Etobicoke,0.10734463276836158,32668.98,3506.839661016949,0
1001942,Young Professionals,Mississauga,0.19230769230769232,18233.94,3506.526923076923,0
1006740,Newcomers to Canada,Downtown Toronto,0.23529411764705882,14894.97,3504.6988235294116,0
1002497,Young Professionals,Downtown Toronto,0.10734463276836158,32580.29,3497.319265536723,0
1009578,Affluent Customers,Markham,0.018292682926829267,190847.96,3491.121219512195,0
1002177,Young Professionals,Scarborough,0.10734463276836158,32500.84,3488.7907344632767,0
1003791,Families,Vaughan,0.02631578947368421,132114.47,3476.6965789473684,1
1009318,Affluent Customers,Vaughan,0.022026431718061675,157634.33,3472.121806167401,0
1003942,Families,Etobicoke,0.041666666666666664,83307.94,3471.1641666666665,0
1007391,Newcomers to Canada,Richmond Hill,0.14473684210526316,23941.8,3465.2605263157893,0
1009689,Affluent Customers,Mississauga,0.015873015873015872,218139.3,3462.528571428571,0
1007692,Newcomers to Canada,Downtown Toronto,0.2523364485981308,13515.3,3410.4028037383173,0
1009631,Affluent Customers,Scarborough,0.018292682926829267,185828.92,3399.309512195122,0
1009869,Affluent Customers,Downtown Toronto,0.018292682926829267,185723.93,3397.388963414634,0
1009958,Affluent Customers,North York,0.015873015873015872,213967.4,3396.307936507936,0
1001618,Young Professionals,Richmond Hill,0.08421052631578947,40145.93,3380.709894736842,0
1009863,Affluent Customers,Mississauga,0.018292682926829267,183162.6,3350.5353658536583,0
1009481,Affluent Customers,Mississauga,0.018292682926829267,181483.25,3319.8155487804875,0
1000716,Young Professionals,Mississauga,0.08421052631578947,39349.56,3313.6471578947367,0
1009160,Affluent Customers,Brampton,0.018292682926829267,181125.3,3313.267682926829,0
1009313,Affluent Customers,Etobicoke,0.018292682926829267,180619.37,3304.0128658536582,0
1004973,Families,Downtown Toronto,0.022026431718061675,149905.84,3301.8907488986783,0
1009910,Affluent Customers,Scarborough,0.015873015873015872,207713.4,3297.038095238095,0
1009708,Affluent Customers,Downtown Toronto,0.015873015873015872,207357.71,3291.392222222222,0
1009905,Affluent Customers,Mississauga,0.015873015873015872,207003.83,3285.775079365079,0
1000924,Young Professionals,Scarborough,0.04411764705882353,73884.37,3259.6045588235293,0
1002381,Young Professionals,Scarborough,0.14473684210526316,22486.63,3254.643815789474,0
1002138,Young Professionals,North York,0.125,25930.39,3241.29875,0
1003184,Families,Brampton,0.02631578947368421,123062.46,3238.4857894736842,1
1009777,Affluent Customers,Vaughan,0.015873015873015872,203913.03,3236.714761904762,0
1009463,Affluent Customers,North York,0.018292682926829267,176390.0,3226.6463414634145,0
1001138,Young Professionals,Downtown Toronto,0.14473684210526316,22174.73,3209.5003947368423,1
1002602,Young Professionals,Scarborough,0.04411764705882353,72440.93,3195.923382352941,0
1001018,Young Professionals,Downtown Toronto,0.10734463276836158,29700.08,3188.1441807909605,0
1006395,Newcomers to Canada,Mississauga,0.19230769230769232,16566.66,3185.896153846154,0
1001125,Young Professionals,Downtown Toronto,0.19230769230769232,16552.15,3183.1057692307695,0
1003191,Families,Markham,0.022026431718061675,144376.13,3180.090969162996,0
1009866,Affluent Customers,Etobicoke,0.022026431718061675,144342.08,3179.3409691629954,0
1006548,Newcomers to Canada,Downtown Toronto,0.323943661971831,9787.0,3170.43661971831,0
1003248,Families,Scarborough,0.041666666666666664,76088.32,3170.346666666667,0
1005823,Newcomers to Canada,Mississauga,0.2523364485981308,12557.27,3168.65691588785,1
1001811,Young Professionals,Etobicoke,0.10734463276836158,29517.9,3168.58813559322,0
1005870,Newcomers to Canada,Brampton,0.19230769230769232,16390.86,3152.0884615384616,0
1009497,Affluent Customers,Etobicoke,0.022026431718061675,142818.41,3145.779955947137,0
1002293,Young Professionals,Scarborough,0.08421052631578947,37269.78,3138.507789473684,0
1009556,Affluent Customers,Vaughan,0.015873015873015872,197042.23,3127.6544444444444,0
1004920,Families,Markham,0.041666666666666664,75023.28,3125.97,0
1000377,Young Professionals,Etobicoke,0.10734463276836158,29111.4,3124.9525423728815,0
1003515,Families,Brampton,0.022026431718061675,141432.96,3115.263436123348,0
1009552,Affluent Customers,Downtown Toronto,0.015873015873015872,195299.53,3099.9925396825397,0
1009340,Affluent Customers,North York,0.015873015873015872,193928.8,3078.2349206349204,0
1000436,Young Professionals,Etobicoke,0.08421052631578947,36484.87,3072.410105263158,0
1009973,Affluent Customers,North York,0.018292682926829267,167484.6,3063.7426829268293,0
1002200,Young Professionals,North York,0.125,24508.39,3063.54875,0
1002247,Young Professionals,Richmond Hill,0.125,24277.8,3034.725,0
1000959,Young Professionals,Scarborough,0.10734463276836158,28254.07,3032.922768361582,0
1009208,Affluent Customers,Scarborough,0.018292682926829267,165098.85,3020.100914634146,0
1004220,Families,Other GTA,0.022026431718061675,136419.51,3004.835022026432,0
1009279,Affluent Customers,Etobicoke,0.015873015873015872,189122.91,3001.9509523809525,0
1009446,Affluent Customers,Scarborough,0.015873015873015872,188627.38,2994.085396825397,0
1007596,Newcomers to Canada,Downtown Toronto,0.19230769230769232,15505.77,2981.8788461538466,0
1009179,Affluent Customers,Richmond Hill,0.018292682926829267,162717.63,2976.542012195122,0
1009674,Affluent Customers,Downtown Toronto,0.015873015873015872,186894.64,2966.581587301587,0
1009888,Affluent Customers,Downtown Toronto,0.018292682926829267,161843.33,2960.5487195121946,0
1003072,Young Professionals,Richmond Hill,0.10734463276836158,27544.18,2956.7198870056495,0
1004336,Families,Brampton,0.02631578947368421,112309.55,2955.5144736842103,0
1003376,Families,Richmond Hill,0.022026431718061675,132964.93,2928.7429515418503,0
1000916,Young Professionals,Scarborough,0.125,23379.44,2922.43,0
1001196,Young Professionals,Vaughan,0.08421052631578947,34644.56,2917.436631578947,0
1000619,Young Professionals,Brampton,0.125,23330.29,2916.28625,0
1009443,Affluent Customers,Etobicoke,0.018292682926829267,159350.78,2914.9532926829265,0
1009225,Affluent Customers,Markham,0.015873015873015872,182969.37,2904.275714285714,0
1001994,Young Professionals,Downtown Toronto,0.10734463276836158,27040.12,2902.6117514124294,0
1009161,Affluent Customers,Brampton,0.018292682926829267,158509.07,2899.5561585365854,0
1001363,Young Professionals,Etobicoke,0.23529411764705882,12275.81,2888.4258823529412,0
1005355,Families,North York,0.022026431718061675,131110.55,2887.897577092511,0
1003737,Families,Etobicoke,0.041666666666666664,69217.41,2884.05875,0
1004645,Families,Downtown Toronto,0.02631578947368421,109533.48,2882.4599999999996,0
1009928,Affluent Customers,Downtown Toronto,0.018292682926829267,157519.84,2881.4604878048776,0
1009546,Affluent Customers,Other GTA,0.018292682926829267,157019.79,2872.313231707317,0
1009218,Affluent Customers,Brampton,0.022026431718061675,129751.07,2857.953083700441,0
1001153,Young Professionals,Downtown Toronto,0.19230769230769232,14854.85,2856.7019230769233,0
1005442,Families,Etobicoke,0.022026431718061675,129493.19,2852.272907488987,0
1009494,Affluent Customers,Downtown Toronto,0.018292682926829267,155683.91,2847.8764024390243,0
1009736,Affluent Customers,Downtown Toronto,0.015873015873015872,179123.29,2843.2268253968255,0
1009389,Affluent Customers,Vaughan,0.015873015873015872,178830.5,2838.579365079365,0
1000991,Young Professionals,Etobicoke,0.125,22682.11,2835.26375,0
1001374,Young Professionals,Mississauga,0.14473684210526316,19572.79,2832.903815789474,0
1002244,Young Professionals,Brampton,0.10734463276836158,26387.14,2832.5178531073443,0
1003696,Families,Etobicoke,0.022026431718061675,128524.45,2830.935022026432,0
1009319,Affluent Customers,Downtown Toronto,0.022026431718061675,128476.29,2829.87422907489,0
1009725,Affluent Customers,North York,0.018292682926829267,154683.81,2829.5818902439023,0
1009691,Affluent Customers,North York,0.018292682926829267,154621.82,2828.4479268292685,0
1009781,Affluent Customers,Richmond Hill,0.015873015873015872,178188.81,2828.3938095238095,0
1009574,Affluent Customers,Vaughan,0.015873015873015872,178139.49,2827.610952380952,0
1004161,Families,Brampton,0.041666666666666664,67771.56,2823.8149999999996,0
1007821,Newcomers to Canada,Scarborough,0.19230769230769232,14680.26,2823.126923076923,0
1001063,Young Professionals,Downtown Toronto,0.10734463276836158,26278.13,2820.8162146892655,0
1004340,Families,Brampton,0.022026431718061675,128038.54,2820.2321585903082,0
1000355,Young Professionals,North York,0.1447161339578919,19414.62,2809.608748661567,0
1002334,Young Professionals,Brampton,0.041666666666666664,67319.45,2804.977083333333,0
1003218,Families,Etobicoke,0.022026431718061675,127130.48,2800.230837004405,0
1002328,Young Professionals,Markham,0.14473684210526316,19347.0,2800.2236842105262,0
1000327,Young Professionals,North York,0.08421052631578947,33127.96,2789.722947368421,0
1002940,Young Professionals,North York,0.10734463276836158,25976.21,2788.4067231638414,0
1004664,Families,Vaughan,0.022026431718061675,126583.89,2788.1914096916303,0
1004358,Families,Brampton,0.02631578947368421,105836.16,2785.1621052631576,0
1009509,Affluent Customers,Vaughan,0.018292682926829267,151501.15,2771.3624999999997,0
1009551,Affluent Customers,Richmond Hill,0.022026431718061675,125609.04,2766.7189427312774,0
1002000,Young Professionals,Downtown Toronto,0.08421052631578947,32794.63,2761.6530526315787,0
1003453,Families,Downtown Toronto,0.02631578947368421,104401.74,2747.414210526316,0
1004752,Families,Brampton,0.022026431718061675,124175.44,2735.1418502202646,0
1007165,Newcomers to Canada,Richmond Hill,0.3103448275862069,8777.42,2724.0268965517243,1
1004837,Families,Markham,0.022026431718061675,123659.63,2723.7803964757713,0
1009522,Affluent Customers,Mississauga,0.018292682926829267,147982.71,2707.0007926829267,0
1003536,Families,Scarborough,0.022026431718061675,122865.9,2706.2973568281936,0
1001117,Young Professionals,Other GTA,0.041666666666666664,64932.95,2705.539583333333,0
1004404,Families,Mississauga,0.022026431718061675,122732.66,2703.3625550660795,0
1009696,Affluent Customers,Mississauga,0.018292682926829267,147770.47,2703.1183536585363,0
1004560,Families,Brampton,0.022026431718061675,122140.33,2690.31563876652,0
1005652,Families,Markham,0.02631578947368421,101718.02,2676.79,0
1001383,Young Professionals,Etobicoke,0.125,21190.64,2648.83,0
1000635,Young Professionals,Markham,0.14473684210526316,18295.28,2648.0010526315787,0
1006758,Newcomers to Canada,Mississauga,0.19230769230769232,13741.68,2642.6307692307696,0
1003439,Families,Mississauga,0.022026431718061675,119904.7,2641.0726872246696,0
1002237,Young Professionals,Downtown Toronto,0.08421052631578947,31358.96,2640.7545263157895,0
1001274,Young Professionals,Etobicoke,0.041666666666666664,63281.1,2636.7124999999996,0
1009488,Affluent Customers,Downtown Toronto,0.018292682926829267,143632.06,2627.415731707317,0
1003220,Families,Brampton,0.041666666666666664,63050.53,2627.1054166666663,0
1009492,Affluent Customers,Scarborough,0.018292682926829267,143599.48,2626.819756097561,0
1001389,Young Professionals,Etobicoke,0.14285714285714285,18378.06,2625.437142857143,0
1006100,Newcomers to Canada,Markham,0.2,13119.45,2623.8900000000003,0
1004472,Families,Downtown Toronto,0.041666666666666664,62897.94,2620.7475,0
1005438,Families,Vaughan,0.022026431718061675,118857.25,2618.0011013215862,0
1009203,Affluent Customers,Other GTA,0.015873015873015872,164856.75,2616.773809523809,0
1000071,Young Professionals,Downtown Toronto,0.19230769230769232,13585.47,2612.5903846153847,0
1005537,Families,Mississauga,0.02631578947368421,99011.43,2605.563947368421,0
1002832,Young Professionals,Downtown Toronto,0.125,20834.77,2604.34625,1
1009961,Affluent Customers,Downtown Toronto,0.018292682926829267,141899.77,2595.7274999999995,0
1009838,Affluent Customers,Mississauga,0.015873015873015872,163337.14,2592.653015873016,0
1009147,Affluent Customers,Etobicoke,0.018292682926829267,141607.88,2590.3880487804877,0
1000424,Young Professionals,Downtown Toronto,0.10734463276836158,24121.11,2589.271694915254,0
1003955,Families,Richmond Hill,0.022026431718061675,117430.74,2586.580176211454,0
1004985,Families,Markham,0.02631578947368421,98091.94,2581.366842105263,0
1003275,Families,Other GTA,0.022026431718061675,117191.96,2581.3207048458153,0
1000570,Young Professionals,Downtown Toronto,0.125,20642.24,2580.28,0
1002813,Young Professionals,Scarborough,0.08421052631578947,30602.51,2577.0534736842105,0
1000781,Young Professionals,Downtown Toronto,0.23529411764705882,10951.37,2576.792941176471,0
1004695,Families,North York,0.022026431718061675,116835.77,2573.475110132159,1
1005222,Families,Downtown Toronto,0.022026431718061675,116445.28,2564.874008810573,0
1009241,Affluent Customers,Etobicoke,0.015873015873015872,161556.88,2564.3949206349207,0
1006000,Newcomers to Canada,Mississauga,0.14285714285714285,17938.05,2562.578571428571,0
1002022,Young Professionals,Scarborough,0.125,20423.1,2552.8875,1
1003413,Families,Brampton,0.022026431718061675,115865.71,2552.108149779736,0
1009782,Affluent Customers,Other GTA,0.018292682926829267,139490.93,2551.6633536585364,0
