Customer_ID,Product,Balance,Monthly_Revenue_Estimate,Open_Date
1000014,Chequing,420.7,15.86,2018-05-22
1000014,Credit Card,3241.21,72.19,2018-05-22
1000014,Line of Credit,19858.16,117.77,2018-05-22
1000014,TFSA,0.0,0.0,2018-05-22
1000014,RRSP,46679.23,157.12,2018-05-22
1000015,Savings,8123.92,9.8,2022-08-17
1000015,Mortgage,306181.71,598.65,2022-08-17
1000015,Line of Credit,12764.15,150.38,2022-08-17
1000015,TFSA,0.0,0.0,2022-08-17
1000015,RRSP,22247.46,100.63,2022-08-17
1000015,GIC,9071.11,32.46,2022-08-17
1000016,Chequing,1732.78,6.32,2010-08-16
1000016,Savings,17701.44,21.34,2010-08-16
1000016,TFSA,23577.92,174.73,2010-08-16
1000016,RRSP,10878.66,58.48,2010-08-16
1000017,Chequing,2436.53,7.17,2020-10-25
1000017,Savings,10011.0,15.73,2020-10-25
1000017,TFSA,30170.41,205.51,2020-10-25
1000017,RRSP,31704.95,196.79,2020-10-25
1000017,Investment Account,1697.86,13.57,2020-10-25
1000018,Chequing,3256.18,4.62,2023-02-26
1000018,Savings,8189.92,10.57,2023-02-26
1000018,Credit Card,3057.38,70.65,2023-02-26
1000018,Personal Loan,24757.0,161.3,2023-02-26
1000018,TFSA,10918.48,79.63,2023-02-26
1000019,Chequing,2996.9,11.24,2024-03-15
1000019,Savings,4765.63,10.61,2024-03-15
1000019,Credit Card,7250.75,114.17,2024-03-15
1000019,TFSA,8173.84,31.11,2024-03-15
1000019,RRSP,20387.66,112.65,2024-03-15
1000019,Investment Account,37511.2,264.84,2024-03-15
1000020,Savings,15180.79,33.18,2020-12-23
1000020,Mortgage,450744.64,1198.95,2020-12-23
1000020,Personal Loan,14175.4,146.99,2020-12-23
1000020,TFSA,9491.15,75.69,2020-12-23
1000021,Chequing,8046.86,10.35,2011-08-02
1000021,Savings,12788.48,16.18,2011-08-02
1000021,Credit Card,5851.96,92.15,2011-08-02
1000021,Mortgage,383982.48,1127.86,2011-08-02
1000021,Line of Credit,46697.18,629.14,2011-08-02
1000021,TFSA,10434.21,56.6,2011-08-02
1000021,RRSP,63703.23,296.98,2011-08-02
1000022,Chequing,45.63,10.18,2010-12-11
1000022,Savings,0.0,0.0,2010-12-11
1000022,Credit Card,2184.19,33.74,2010-12-11
1000022,Line of Credit,19037.56,270.68,2010-12-11
1000022,TFSA,34061.45,264.71,2010-12-11
1000022,Investment Account,69991.47,443.32,2010-12-11
1000023,Chequing,1640.47,8.63,2020-03-06
1000023,TFSA,16536.82,82.0,2020-03-06
1000023,RRSP,17249.12,120.24,2020-03-06
1000023,Investment Account,9489.47,53.41,2020-03-06
1000024,Chequing,6306.83,3.93,2022-12-15
1000024,Credit Card,3190.96,50.6,2022-12-15
1000024,TFSA,36560.09,267.09,2022-12-15
1000024,GIC,15387.81,101.94,2022-12-15
1000025,Chequing,6918.83,13.0,2022-12-04
1000025,Savings,9305.43,26.93,2022-12-04
1000025,Credit Card,3792.79,85.07,2022-12-04
1000025,Personal Loan,5096.83,67.88,2022-12-04
1000025,RRSP,16944.49,86.25,2022-12-04
1000025,GIC,17251.84,68.48,2022-12-04
1000026,Chequing,6445.32,10.16,2024-05-20
1000026,Mortgage,203771.73,480.96,2024-05-20
1000026,TFSA,6976.77,33.19,2024-05-20
1000026,GIC,5656.45,23.89,2024-05-20
1000027,Chequing,5763.03,13.32,2012-11-25
1000027,Savings,5128.99,6.14,2012-11-25
1000027,Credit Card,5705.87,111.52,2012-11-25
1000027,RRSP,29271.05,189.01,2012-11-25
1000028,Chequing,7618.14,14.33,2015-10-27
1000028,Savings,4825.63,10.12,2015-10-27
1000028,TFSA,12528.12,58.51,2015-10-27
1000029,Chequing,7138.87,7.31,2021-02-04
1000029,Savings,13190.26,22.43,2021-02-04
1000029,Credit Card,3076.81,66.42,2021-02-04
1000029,TFSA,29854.03,126.2,2021-02-04
1000029,RRSP,21630.39,156.05,2021-02-04
1000029,GIC,13088.23,41.68,2021-02-04
1000030,Chequing,0.0,6.06,2020-03-06
1000030,Savings,0.0,0.0,2020-03-06
1000030,Credit Card,4115.03,70.38,2020-03-06
1000030,Mortgage,364486.47,1081.93,2020-03-06
1000030,TFSA,22810.84,124.07,2020-03-06
1000030,RRSP,47973.17,326.22,2020-03-06
1000031,Chequing,6360.47,11.82,2022-03-06
1000031,Savings,4186.46,7.98,2022-03-06
1000031,Credit Card,786.06,12.3,2022-03-06
1000031,TFSA,5515.58,39.96,2022-03-06
1000031,GIC,10502.02,42.74,2022-03-06
1000032,Chequing,881.69,11.56,2024-02-12
1000032,Savings,12102.96,32.39,2024-02-12
1000032,Credit Card,3202.87,56.27,2024-02-12
1000032,Line of Credit,17736.43,255.97,2024-02-12
1000032,TFSA,7907.57,41.11,2024-02-12
1000032,RRSP,24304.74,164.55,2024-02-12
1000032,GIC,9470.85,29.06,2024-02-12
1000033,Chequing,2556.41,8.41,2023-04-04
1000033,Savings,3252.08,4.94,2023-04-04
1000033,Credit Card,1827.83,37.46,2023-04-04
1000033,Mortgage,439858.24,1090.7,2023-04-04
1000033,TFSA,19747.27,90.25,2023-04-04
1000033,RRSP,29988.02,126.66,2023-04-04
1000034,Chequing,3964.47,4.34,2013-04-06
1000034,Personal Loan,17916.46,218.1,2013-04-06
1000034,TFSA,22287.38,154.58,2013-04-06
1000034,RRSP,29854.16,226.94,2013-04-06
1000034,GIC,10745.63,55.64,2013-04-06
1000035,Chequing,4908.24,8.05,2015-05-01
1000035,Line of Credit,24466.34,160.27,2015-05-01
1000035,TFSA,31155.57,212.78,2015-05-01
1000036,Chequing,2785.17,3.1,2019-02-27
1000036,Savings,3111.68,3.48,2019-02-27
1000036,Personal Loan,23301.24,271.29,2019-02-27
1000036,TFSA,22537.5,134.05,2019-02-27
1000036,RRSP,25181.67,93.05,2019-02-27
1000036,Investment Account,14673.73,116.97,2019-02-27
1000037,Chequing,3098.27,5.84,2015-02-17
1000037,Savings,7636.83,17.23,2015-02-17
1000037,Credit Card,5299.03,126.55,2015-02-17
1000037,Mortgage,179047.77,481.29,2015-02-17
1000037,TFSA,24614.14,109.65,2015-02-17
1000037,Investment Account,43983.78,239.45,2015-02-17
1000038,Chequing,4054.85,4.96,2022-10-21
1000038,Savings,11643.04,21.49,2022-10-21
1000038,Credit Card,2342.8,48.18,2022-10-21
1000038,RRSP,31641.59,223.11,2022-10-21
1000038,Investment Account,44132.97,338.2,2022-10-21
1000039,Chequing,0.0,14.09,2016-01-01
1000039,Savings,6324.23,18.63,2016-01-01
1000039,Credit Card,4438.26,106.51,2016-01-01
1000039,Line of Credit,9170.04,70.67,2016-01-01
1000039,TFSA,14619.5,96.51,2016-01-01
1000040,Chequing,1200.66,8.76,2016-06-06
1000040,Savings,625.07,1.83,2016-06-06
1000040,TFSA,29151.32,163.7,2016-06-06
1000041,Chequing,4953.85,9.01,2022-12-26
1000041,Credit Card,2604.21,50.09,2022-12-26
1000041,TFSA,14272.96,111.53,2022-12-26
1000041,RRSP,7783.65,53.49,2022-12-26
1000042,Chequing,2451.75,11.29,2013-07-06
1000042,Savings,6662.62,18.49,2013-07-06
1000042,Credit Card,4097.98,94.99,2013-07-06
1000042,TFSA,20578.18,135.2,2013-07-06
1000042,RRSP,37745.76,142.89,2013-07-06
1000043,Chequing,3755.18,6.18,2014-01-01
1000043,Savings,14417.74,23.48,2014-01-01
1000043,Credit Card,3597.17,87.44,2014-01-01
1000043,Line of Credit,11793.48,136.21,2014-01-01
1000043,RRSP,42432.15,168.22,2014-01-01
1000043,GIC,12996.67,68.81,2014-01-01
1000044,Chequing,5375.93,9.33,2023-01-02
1000044,Savings,6935.93,15.46,2023-01-02
1000044,Mortgage,349161.63,1035.98,2023-01-02
1000044,RRSP,20418.67,142.2,2023-01-02
1000045,Savings,10055.45,12.1,2020-05-25
1000045,Line of Credit,0.0,0.0,2020-05-25
1000045,RRSP,0.0,0.0,2020-05-25
1000045,GIC,8759.21,49.37,2020-05-25
1000045,Investment Account,44998.01,228.78,2020-05-25
1000046,Chequing,2981.19,13.54,2020-07-26
1000046,Savings,13905.63,37.7,2020-07-26
1000046,Credit Card,7017.67,119.4,2020-07-26
1000046,Mortgage,442529.56,897.43,2020-07-26
1000046,Investment Account,22307.59,94.12,2020-07-26
1000047,Chequing,8977.74,15.56,2021-03-16
1000047,Savings,10337.95,28.4,2021-03-16
1000047,Credit Card,2895.31,68.77,2021-03-16
1000047,RRSP,32563.28,116.92,2021-03-16
1000047,Investment Account,13085.32,88.37,2021-03-16
1000048,Chequing,4307.06,5.12,2015-10-27
1000048,Savings,3131.01,8.45,2015-10-27
1000048,Credit Card,8288.84,197.74,2015-10-27
1000048,GIC,11610.68,53.04,2015-10-27
1000049,Chequing,4869.41,9.58,2012-05-27
1000049,Savings,10843.6,21.93,2012-05-27
1000049,Credit Card,4011.58,95.77,2012-05-27
1000049,TFSA,27207.55,130.54,2012-05-27
1000050,Chequing,2027.16,14.09,2013-12-03
1000050,TFSA,11365.37,62.84,2013-12-03
1000050,RRSP,18340.17,137.85,2013-12-03
1000050,Investment Account,13407.46,48.82,2013-12-03
1000051,Chequing,3225.96,14.82,2011-09-22
1000051,Savings,11220.78,25.45,2011-09-22
1000051,Credit Card,333.8,6.77,2011-09-22
1000051,Line of Credit,2586.76,36.65,2011-09-22
1000051,TFSA,16530.96,56.31,2011-09-22
1000051,RRSP,33762.07,171.69,2011-09-22
1000051,Investment Account,31075.76,99.59,2011-09-22
1000052,Chequing,6494.54,9.1,2016-04-27
1000052,Credit Card,4023.73,93.49,2016-04-27
1000052,Personal Loan,17137.03,121.32,2016-04-27
1000052,TFSA,14352.32,58.44,2016-04-27
1000053,Chequing,4929.26,10.19,2017-04-05
1000053,Savings,9927.13,21.42,2017-04-05
1000053,Credit Card,5751.68,119.55,2017-04-05
1000053,Mortgage,489463.63,862.29,2017-04-05
1000053,TFSA,9456.36,66.68,2017-04-05
1000053,RRSP,14782.37,74.86,2017-04-05
1000053,GIC,11197.25,88.0,2017-04-05
1000054,Chequing,2955.14,5.52,2015-05-27
1000054,Savings,4725.88,13.0,2015-05-27
1000054,Credit Card,0.0,0.0,2015-05-27
1000054,TFSA,13826.62,83.83,2015-05-27
1000055,Savings,10629.77,29.32,2021-06-05
1000055,Credit Card,2399.44,46.5,2021-06-05
1000055,TFSA,18325.02,107.94,2021-06-05
1000055,RRSP,32078.84,228.8,2021-06-05
1000056,Chequing,2560.0,14.38,2018-05-26
1000056,Savings,6972.49,8.5,2018-05-26
1000056,Line of Credit,18027.57,268.42,2018-05-26
1000056,RRSP,13737.5,44.76,2018-05-26
1000056,Investment Account,19142.48,152.78,2018-05-26
1000057,Chequing,3610.09,3.85,2012-12-17
1000057,Mortgage,398056.04,916.77,2012-12-17
1000057,RRSP,25846.65,96.83,2012-12-17
1000058,Chequing,7103.95,7.03,2019-10-30
1000058,Savings,13650.48,22.14,2019-10-30
1000058,Credit Card,3366.9,64.67,2019-10-30
1000058,Personal Loan,5837.37,29.82,2019-10-30
1000058,GIC,10285.81,49.81,2019-10-30
1000058,Investment Account,22035.82,84.41,2019-10-30
1000059,Chequing,2461.66,8.13,2015-11-25
1000059,Savings,10322.74,22.11,2015-11-25
1000059,Credit Card,5797.5,90.34,2015-11-25
1000059,TFSA,16581.65,106.55,2015-11-25
1000059,RRSP,26398.16,174.12,2015-11-25
1000060,Chequing,2772.94,7.52,2019-01-14
1000060,Savings,10858.13,24.74,2019-01-14
1000060,Credit Card,4375.25,83.31,2019-01-14
1000060,TFSA,15222.46,64.58,2019-01-14
1000061,Chequing,1260.98,3.66,2016-07-23
1000061,Savings,4501.78,7.74,2016-07-23
1000061,Credit Card,7107.04,107.52,2016-07-23
1000061,TFSA,25050.43,176.47,2016-07-23
1000062,Chequing,3594.64,13.95,2017-11-02
1000062,Savings,1526.65,4.47,2017-11-02
1000062,Credit Card,2405.92,38.08,2017-11-02
1000062,Line of Credit,20437.88,142.23,2017-11-02
1000062,Investment Account,7636.07,60.27,2017-11-02
1000063,Chequing,0.0,13.0,2017-06-24
1000063,Savings,8251.09,10.28,2017-06-24
1000063,TFSA,8346.98,62.39,2017-06-24
1000063,Investment Account,6246.94,43.82,2017-06-24
1000064,Chequing,3511.58,4.43,2019-05-08
1000064,Credit Card,3346.24,63.14,2019-05-08
1000064,TFSA,21347.45,102.28,2019-05-08
1000065,Chequing,4933.09,5.71,2016-02-06
1000065,Credit Card,3730.16,79.84,2016-02-06
1000065,Personal Loan,15101.36,199.74,2016-02-06
1000065,Line of Credit,16733.18,189.27,2016-02-06
1000065,TFSA,25829.59,120.46,2016-02-06
1000065,RRSP,28235.43,199.53,2016-02-06
1000066,Chequing,3910.93,5.61,2022-02-19
1000066,Savings,10790.35,13.77,2022-02-19
1000066,Credit Card,6415.69,127.43,2022-02-19
1000066,Personal Loan,12370.64,174.03,2022-02-19
1000066,RRSP,33521.17,212.78,2022-02-19
1000066,Investment Account,30355.82,125.06,2022-02-19
1000067,Chequing,6765.59,11.32,2020-08-28
1000067,Savings,8647.55,14.89,2020-08-28
1000067,Credit Card,1793.81,32.52,2020-08-28
1000067,TFSA,19156.83,100.75,2020-08-28
1000067,RRSP,8440.73,47.93,2020-08-28
1000067,Investment Account,66221.78,450.34,2020-08-28
1000068,Chequing,2837.92,8.13,2010-07-22
1000068,Savings,10471.56,13.38,2010-07-22
1000068,Credit Card,6555.25,139.78,2010-07-22
1000068,Line of Credit,15896.19,174.46,2010-07-22
1000068,TFSA,31742.96,219.66,2010-07-22
1000068,RRSP,36533.63,149.97,2010-07-22
1000069,Chequing,0.0,8.37,2010-03-30
1000069,Personal Loan,18452.75,151.57,2010-03-30
1000069,GIC,1432.11,10.94,2010-03-30
1000070,Chequing,1948.32,3.72,2010-03-23
1000070,Savings,383.91,0.78,2010-03-23
1000070,Credit Card,3051.03,68.87,2010-03-23
1000071,Chequing,5164.97,8.28,2012-08-19
1000071,Savings,15599.93,15.83,2012-08-19
1000071,Credit Card,4293.22,84.58,2012-08-19
1000071,TFSA,31506.82,215.23,2012-08-19
1000071,RRSP,13680.17,43.71,2012-08-19
1000072,Chequing,4661.57,4.4,2013-11-07
1000072,Savings,11058.33,24.89,2013-11-07
1000072,Credit Card,2197.4,33.96,2013-11-07
1000072,Line of Credit,23413.04,232.33,2013-11-07
1000072,TFSA,32384.23,227.12,2013-11-07
1000073,Chequing,1998.73,5.33,2024-04-25
1000073,Savings,0.0,0.0,2024-04-25
1000073,Credit Card,7234.0,154.98,2024-04-25
1000073,Line of Credit,26164.4,346.4,2024-04-25
1000073,TFSA,21013.94,118.66,2024-04-25
1000073,RRSP,23685.91,117.51,2024-04-25
1000074,Chequing,1162.09,12.46,2016-01-19
1000074,TFSA,27864.49,148.15,2016-01-19
1000075,Chequing,6170.95,8.02,2010-01-13
1000075,Savings,0.0,0.0,2010-01-13
1000075,Mortgage,525824.38,1347.31,2010-01-13
1000075,Line of Credit,32306.49,468.5,2010-01-13
1000075,Investment Account,80794.61,522.33,2010-01-13
1000076,Chequing,7566.56,12.59,2011-04-07
1000076,Savings,9397.19,20.21,2011-04-07
1000076,Credit Card,3866.61,86.61,2011-04-07
1000076,Personal Loan,13296.03,137.82,2011-04-07
1000076,TFSA,17428.47,74.42,2011-04-07
1000076,RRSP,17874.39,114.85,2011-04-07
1000076,Investment Account,33533.15,218.71,2011-04-07
1000077,Chequing,4051.99,5.76,2019-09-12
1000077,Savings,7077.26,8.09,2019-09-12
1000077,Credit Card,2283.85,53.74,2019-09-12
1000077,TFSA,22020.39,66.88,2019-09-12
1000077,RRSP,20992.03,98.09,2019-09-12
1000077,GIC,4896.81,35.52,2019-09-12
1000078,Chequing,1544.05,5.27,2011-05-10
1000078,Savings,5758.5,5.93,2011-05-10
1000078,Credit Card,0.0,0.0,2011-05-10
1000078,TFSA,31983.31,145.77,2011-05-10
1000078,RRSP,31395.57,143.3,2011-05-10
1000078,GIC,7826.01,46.21,2011-05-10
1000078,Investment Account,18014.62,101.48,2011-05-10
1000079,Chequing,5008.42,8.0,2011-11-12
1000079,Savings,3712.87,5.49,2011-11-12
1000079,RRSP,5809.44,22.73,2011-11-12
1000080,Chequing,3634.18,13.58,2012-09-28
1000080,Savings,10208.38,25.69,2012-09-28
1000080,Credit Card,1925.54,32.97,2012-09-28
1000080,Line of Credit,10306.66,129.36,2012-09-28
1000080,TFSA,22425.31,78.52,2012-09-28
1000080,RRSP,30530.75,151.4,2012-09-28
1000080,Investment Account,0.0,0.0,2012-09-28
1000081,Chequing,1134.42,13.26,2018-05-15
1000081,Savings,10327.76,30.35,2018-05-15
1000081,Credit Card,6059.64,146.39,2018-05-15
1000081,Mortgage,362175.09,914.58,2018-05-15
1000081,RRSP,40140.63,171.2,2018-05-15
1000082,Chequing,3437.52,10.52,2020-02-24
1000082,Savings,15908.97,25.41,2020-02-24
1000082,Credit Card,1430.25,22.15,2020-02-24
1000082,TFSA,23477.59,151.97,2020-02-24
1000082,RRSP,17730.71,97.17,2020-02-24
1000082,Investment Account,45669.31,305.3,2020-02-24
1000083,Chequing,8550.07,4.7,2018-08-14
1000083,Savings,6369.66,10.82,2018-08-14
1000083,Credit Card,5293.53,108.55,2018-08-14
1000083,TFSA,17305.69,104.61,2018-08-14
1000083,RRSP,29494.43,168.78,2018-08-14
1000084,Chequing,6517.8,10.64,2013-04-02
1000084,Savings,0.0,0.0,2013-04-02
1000084,Credit Card,2871.21,59.12,2013-04-02
1000084,Personal Loan,23328.04,283.2,2013-04-02
1000084,GIC,14036.13,109.18,2013-04-02
1000085,Chequing,998.62,15.35,2011-01-16
1000085,Savings,4568.77,13.59,2011-01-16
1000085,Credit Card,3100.14,58.43,2011-01-16
1000085,Investment Account,13665.36,107.76,2011-01-16
1000086,Chequing,5879.34,10.26,2021-12-23
1000086,Savings,10027.19,26.08,2021-12-23
1000086,Mortgage,443420.15,1272.24,2021-12-23
1000086,RRSP,1450.58,9.22,2021-12-23
1000086,GIC,6981.63,23.85,2021-12-23
1000087,Chequing,439.19,7.49,2012-03-04
1000087,Credit Card,2650.36,54.97,2012-03-04
1000087,Personal Loan,7517.67,77.17,2012-03-04
1000087,Line of Credit,27344.26,252.43,2012-03-04
1000087,TFSA,10355.53,65.9,2012-03-04
1000087,Investment Account,50510.88,272.31,2012-03-04
1000088,Chequing,3542.4,8.37,2010-03-30
1000088,Savings,8091.32,23.68,2010-03-30
1000088,Credit Card,5487.89,124.91,2010-03-30
1000088,Mortgage,459578.68,855.24,2010-03-30
1000088,TFSA,27192.94,85.53,2010-03-30
1000088,RRSP,45977.84,159.32,2010-03-30
1000089,Chequing,1447.64,15.37,2023-08-10
1000089,Credit Card,6770.4,112.01,2023-08-10
1000089,Mortgage,487302.34,912.14,2023-08-10
1000089,Personal Loan,6632.15,69.01,2023-08-10
1000089,TFSA,14500.87,83.61,2023-08-10
1000089,RRSP,54407.98,264.9,2023-08-10
1000090,Chequing,4663.85,8.63,2011-08-20
1000090,Savings,1749.33,1.91,2011-08-20
1000090,Credit Card,2968.09,60.42,2011-08-20
1000090,Mortgage,354938.76,1054.36,2011-08-20
1000090,Personal Loan,10022.29,101.13,2011-08-20
1000090,TFSA,17673.48,127.18,2011-08-20
1000090,Investment Account,18295.24,71.64,2011-08-20
1000091,Chequing,6849.07,13.34,2024-07-07
1000091,Savings,6542.35,7.42,2024-07-07
1000091,Personal Loan,7447.05,53.57,2024-07-07
1000091,TFSA,18930.49,110.06,2024-07-07
1000091,RRSP,0.0,0.0,2024-07-07
1000092,Chequing,4933.91,8.37,2024-01-02
1000092,Savings,5359.87,5.86,2024-01-02
1000092,Credit Card,1404.23,32.31,2024-01-02
1000092,TFSA,20224.99,97.65,2024-01-02
1000092,RRSP,2208.79,15.61,2024-01-02
1000093,Chequing,3697.54,3.15,2021-01-06
1000093,Savings,7030.69,18.3,2021-01-06
1000093,Credit Card,6803.22,157.68,2021-01-06
1000093,Personal Loan,26934.36,348.6,2021-01-06
1000093,TFSA,2425.99,11.46,2021-01-06
1000093,RRSP,49156.05,181.51,2021-01-06
1000093,Investment Account,17949.35,67.45,2021-01-06
1000094,Chequing,2218.21,5.51,2018-07-31
1000094,Savings,9805.74,28.3,2018-07-31
1000094,Credit Card,6716.19,134.66,2018-07-31
1000094,Personal Loan,16681.95,122.59,2018-07-31
1000094,Line of Credit,20701.26,298.4,2018-07-31
1000094,TFSA,35850.3,217.61,2018-07-31
1000094,GIC,9799.31,32.45,2018-07-31
1000095,Chequing,554.33,5.37,2014-09-10
1000095,Savings,1655.2,4.43,2014-09-10
1000095,Credit Card,2420.93,54.9,2014-09-10
1000095,Personal Loan,14619.62,109.33,2014-09-10
1000096,Chequing,7156.27,13.43,2013-12-10
1000096,Savings,10279.23,21.97,2013-12-10
1000096,Credit Card,0.0,0.0,2013-12-10
1000096,RRSP,13061.72,85.62,2013-12-10
1000097,Chequing,3874.06,10.07,2011-06-08
1000097,Savings,5389.82,7.94,2011-06-08
1000097,Personal Loan,15752.62,235.32,2011-06-08
1000097,Line of Credit,15593.76,94.54,2011-06-08
1000097,TFSA,28079.71,171.04,2011-06-08
1000097,RRSP,12360.05,90.29,2011-06-08
1000097,GIC,10944.95,68.36,2011-06-08
1000098,Chequing,5481.75,6.63,2014-02-25
1000098,Savings,12053.75,13.58,2014-02-25
1000098,Credit Card,2042.37,39.5,2014-02-25
1000098,TFSA,29494.35,115.31,2014-02-25
1000098,RRSP,0.0,0.0,2014-02-25
1000099,Chequing,4117.73,9.96,2017-11-10
1000099,Savings,0.0,0.0,2017-11-10
1000099,Credit Card,5197.3,118.5,2017-11-10
1000099,TFSA,22144.14,78.19,2017-11-10
1000099,RRSP,28974.99,96.9,2017-11-10
1000100,Chequing,1293.85,15.04,2021-03-02
1000100,Credit Card,4753.09,86.1,2021-03-02
1000100,TFSA,27763.93,127.07,2021-03-02
1000100,Investment Account,3190.74,23.31,2021-03-02
1000101,Chequing,4264.79,15.92,2020-12-04
1000101,Savings,8286.32,17.34,2020-12-04
1000101,Credit Card,2149.26,34.98,2020-12-04
1000101,Line of Credit,20919.15,297.61,2020-12-04
1000101,TFSA,40801.09,288.29,2020-12-04
1000101,RRSP,3610.94,13.5,2020-12-04
1000102,Chequing,7408.57,13.36,2013-06-25
1000102,Savings,1274.8,3.66,2013-06-25
1000102,Credit Card,5151.25,115.77,2013-06-25
1000102,Personal Loan,16058.13,134.64,2013-06-25
1000102,TFSA,18274.93,71.37,2013-06-25
1000102,Investment Account,4142.82,20.87,2013-06-25
1000103,Chequing,4199.8,8.65,2016-08-07
1000103,Savings,10376.62,10.64,2016-08-07
1000103,Credit Card,5278.7,128.9,2016-08-07
1000103,RRSP,17482.86,126.08,2016-08-07
1000103,Investment Account,51359.29,341.36,2016-08-07
1000104,Chequing,4719.79,3.38,2016-02-21
1000104,Savings,8467.08,13.36,2016-02-21
1000104,TFSA,20667.23,133.53,2016-02-21
1000104,Investment Account,5805.94,32.05,2016-02-21
1000105,Chequing,6561.49,8.01,2022-12-23
1000105,Credit Card,1773.94,38.6,2022-12-23
1000105,TFSA,19576.77,156.1,2022-12-23
1000106,Chequing,4708.31,7.36,2014-04-13
1000106,Credit Card,7195.44,135.51,2014-04-13
1000106,TFSA,14029.94,107.26,2014-04-13
1000107,Chequing,3548.9,11.61,2011-08-31
1000107,Credit Card,3831.29,91.94,2011-08-31
1000107,Line of Credit,16699.71,180.01,2011-08-31
1000107,TFSA,20457.26,119.25,2011-08-31
1000108,Chequing,4089.89,5.0,2010-09-18
1000108,Savings,822.74,1.09,2010-09-18
1000108,Credit Card,4001.24,88.99,2010-09-18
1000108,TFSA,21398.94,72.95,2010-09-18
1000108,RRSP,18934.25,128.71,2010-09-18
1000109,Chequing,2777.43,5.9,2011-03-30
1000109,Savings,14130.32,18.28,2011-03-30
1000109,Credit Card,3150.19,71.9,2011-03-30
1000109,Mortgage,387675.59,875.96,2011-03-30
1000109,TFSA,21530.98,98.63,2011-03-30
1000109,GIC,6086.42,33.91,2011-03-30
1000109,Investment Account,3449.27,15.9,2011-03-30
1000110,Chequing,4834.25,6.33,2013-10-27
1000110,Credit Card,1332.06,29.63,2013-10-27
1000110,TFSA,8455.51,39.5,2013-10-27
1000110,RRSP,38844.31,215.58,2013-10-27
